Customer ID,Customer Name,Date of Birth,Marital Status,Date of First Purchase,Gender,Yearly Income
ND-8460,Neil Ducich,20/9/1978,M,1566000000,F,80000
TC-11295,Toby Carlisle,18/3/2001,M,1533772800,M,80000
DM-2955,Dario Medina,3/11/1991,S,1451001600,F,40000
PJ-9015,Pauline Johnson,17/12/1979,M,1518998400,M,80000
JH-5820,John Huston,27/12/2003,S,1551225600,M,80000
ME-18010,Michelle Ellison,29/11/1972,S,1423353600,M,80000
AH-10690,Anna Häberlin,1/3/2004,M,1469836800,M,80000
RD-19660,Robert Dilbeck,26/4/1963,S,1429747200,F,80000
CD-1980,Carol Darley,11/12/1955,S,1451433600,M,80000
CL-2565,Clay Ludtke,27/2/1972,S,1480982400,M,60000
MO-7800,Meg O'Connel,4/6/1994,M,1507248000,M,60000
CR-2580,Clay Rozendal,31/12/1978,M,1518134400,M,40000
TC-10980,Tamara Chand,12/3/1992,S,1470787200,M,50000
RD-9900,Ruben Dartt,10/5/1965,S,1426636800,F,50000
CS-12250,Chris Selesnick,12/11/1954,S,1491782400,F,50000
CH-12070,Cathy Hwang,3/8/1983,S,1559347200,F,30000
JF-15355,Jay Fein,18/6/1980,S,1467331200,F,50000
AS-135,Adrian Shami,16/8/1958,S,1498608000,F,50000
SP-20620,Stefania Perrino,2/10/1970,M,1527724800,M,50000
EC-14050,Erin Creighton,28/12/1951,S,1436572800,F,50000
IG-5085,Ivan Gibson,16/10/1966,S,1471478400,F,50000
TB-21355,Todd Boyes,21/1/1962,S,1476576000,F,60000
MH-17620,Matt Hagelstein,25/10/1979,S,1566086400,M,60000
GT-14755,Guy Thornton,10/4/2001,S,1538265600,F,60000
DF-13135,David Flashing,18/9/1984,S,1426809600,M,60000
AS-240,Alan Shonely,1/8/1976,M,1508630400,M,60000
PG-8820,Patrick Gardner,11/8/1999,M,1539129600,M,60000
JS-6030,Joy Smith,15/9/1952,S,1511740800,F,60000
SS-20590,Sonia Sunley,22/5/2005,M,1456099200,M,40000
CS-2490,Cindy Schnelling,4/6/1959,M,1486512000,M,70000
CM-2715,Craig Molinari,2/8/1978,M,1477872000,F,70000
BM-1140,Becky Martin,27/2/2004,M,1440201600,F,70000
RD-19720,Roger Demir,27/3/1996,S,1475107200,F,40000
LD-17005,Lisa DeCherney,31/8/1981,M,1519948800,F,60000
EB-3705,Ed Braxton,25/4/1981,M,1496188800,F,60000
RH-19555,Ritsa Hightower,25/8/1960,M,1470355200,F,60000
JP-6135,Julie Prescott,9/8/1969,M,1485734400,M,60000
PB-9210,Phillip Breyer,8/12/1999,M,1485907200,M,40000
LC-16960,Lindsay Castell,18/11/1984,S,1461196800,F,70000
JC-15385,Jenna Caffey,28/11/1981,S,1433548800,F,70000
IL-15100,Ivan Liston,24/10/1974,S,1492214400,F,70000
SW-10245,Scot Wooten,7/7/1950,S,1557705600,M,70000
CP-2340,Christine Phan,5/12/2001,S,1445817600,F,60000
NS-18640,Noel Staavos,1/12/1984,M,1462492800,M,60000
TR-21325,Toby Ritter,19/3/1970,S,1482451200,M,60000
NF-8385,Natalie Fritzler,28/7/1973,M,1533513600,M,60000
TZ-21580,Tracy Zic,18/3/1980,M,1461369600,F,60000
TB-11055,Ted Butterfield,7/12/1955,M,1466812800,F,60000
AJ-10795,Anthony Johnson,13/2/1956,M,1489449600,F,60000
GH-14485,Gene Hale,24/3/1951,M,1435622400,M,60000
AG-10300,Aleksandra Gannaway,20/5/1986,M,1442361600,F,60000
EH-3945,Eric Hoffmann,28/2/1972,M,1439251200,M,60000
JD-6150,Justin Deggeller,8/10/1989,M,1427760000,M,60000
KH-16360,Katherine Hughes,1/1/1983,M,1448582400,F,70000
JB-6045,Julia Barnett,30/9/2003,M,1530230400,F,80000
AH-585,Angele Hood,14/12/1956,M,1442188800,M,80000
MS-7530,MaryBeth Skach,2/2/1964,M,1425340800,F,60000
HA-14905,Helen Abelman,4/8/1966,M,1521936000,M,60000
JG-15310,Jason Gross,1/7/1985,M,1472169600,M,60000
CD-1920,Carlos Daly,10/2/1994,S,1561161600,M,60000
TC-21535,Tracy Collins,16/4/1974,M,1527724800,F,70000
PB-9105,Peter Bühler,3/12/1963,M,1424995200,F,70000
AR-10405,Allen Rosenblatt,13/3/1971,M,1548288000,M,90000
NK-18490,Neil Knudson,28/1/1954,M,1478822400,M,90000
MG-7695,Maureen Gnade,8/4/1982,M,1534636800,F,100000
AJ-10945,Ashley Jarboe,1/7/1957,M,1467504000,M,100000
RS-19420,Ricardo Sperren,5/10/2005,M,1482624000,M,100000
SC-20770,Stewart Carmichael,29/6/1961,S,1513728000,M,60000
LM-17065,Liz MacKendrick,6/8/1983,M,1480896000,F,80000
DP-13000,Darren Powers,19/9/1981,S,1528934400,F,80000
RD-9660,Robert Dilbeck,23/5/1971,S,1480464000,M,90000
LB-16735,Larry Blacks,21/6/1994,S,1459900800,F,60000
MZ-17515,Mary Zewe,16/9/1978,M,1565654400,M,70000
ER-3855,Elpida Rittenbach,1/2/1967,S,1480118400,F,110000
MS-17710,Maurice Satty,21/10/1976,S,1473120000,F,110000
LC-6960,Lindsay Castell,26/11/1958,S,1524268800,M,110000
GZ-14545,George Zrebassa,27/7/1951,M,1535760000,F,80000
JK-5625,Jim Karlsson,26/8/1959,S,1501459200,F,80000
JJ-15760,Joel Jenkins,4/6/1981,S,1541548800,M,80000
CA-2265,Christina Anderson,3/5/1994,M,1518566400,F,80000
CC-2220,Chris Cortes,18/4/1994,M,1554595200,F,80000
KL-6555,Kelly Lampkin,16/11/1982,M,1539302400,F,80000
CS-2175,Charles Sheldon,14/3/1999,S,1476230400,F,60000
KL-16555,Kelly Lampkin,14/8/1980,M,1442275200,F,60000
RD-9810,Ross DeVincentis,27/2/1974,S,1467417600,F,70000
AJ-945,Ashley Jarboe,12/4/1982,S,1463875200,M,70000
CC-2685,Craig Carroll,22/2/1972,S,1436572800,M,70000
LO-17170,Lori Olson,5/3/1983,S,1451347200,M,70000
DE-13255,Deanra Eno,22/4/1987,M,1454716800,F,60000
RF-9345,Randy Ferguson,12/8/1957,M,1562803200,M,60000
SC-20020,Sam Craven,11/3/1987,S,1464566400,F,60000
DW-13585,Dorothy Wardle,26/11/1951,M,1518220800,M,60000
EM-4065,Erin Mull,25/2/1955,S,1450742400,M,90000
TD-20995,Tamara Dahlen,13/9/1972,M,1505174400,F,60000
BD-11320,Bill Donatelli,2/11/1973,S,1475020800,M,60000
CW-11905,Carl Weiss,20/10/1991,S,1451433600,F,40000
CK-2325,Christine Kargatis,25/5/1987,S,1484438400,M,40000
BP-11095,Bart Pistole,20/9/1993,S,1560902400,F,40000
DV-3465,Dianna Vittorini,9/6/1952,M,1499817600,F,60000
MY-7380,Maribeth Yedwab,14/7/1958,S,1489449600,F,30000
PB-9150,Philip Brown,15/8/1978,M,1508112000,F,20000
AG-10390,Allen Goldenen,11/7/1981,S,1554336000,M,70000
KW-16570,Kelly Williams,21/2/1985,M,1469577600,F,70000
JF-5190,Jamie Frazer,16/12/2000,S,1535673600,M,40000
GB-14575,Giulietta Baptist,11/11/1982,S,1549843200,M,40000
MR-7545,Mathew Reese,12/3/1955,S,1476144000,F,30000
MO-17950,Michael Oakman,19/12/1999,M,1431648000,M,30000
TA-11385,Tom Ashbrook,30/8/1958,M,1464480000,M,30000
JM-5655,Jim Mitchum,8/4/1989,M,1481068800,M,60000
JS-5880,John Stevenson,9/6/1981,S,1534982400,M,60000
HP-14815,Harold Pawlan,1/12/1974,M,1551571200,M,100000
CS-12400,Christopher Schild,20/7/1997,S,1449792000,M,60000
DE-3255,Deanra Eno,9/2/1983,M,1432252800,M,20000
JD-6015,Joy Daniels,4/5/1961,M,1493337600,F,20000
CR-2730,Craig Reiter,8/11/1971,S,1564185600,F,30000
RC-9960,Ryan Crowe,2/10/1960,M,1512604800,M,20000
AO-10810,Anthony O'Donnell,18/6/2001,S,1560384000,F,30000
TB-11250,Tim Brockman,31/12/1968,S,1550361600,F,30000
RA-9285,Ralph Arnett,30/5/1972,M,1439683200,F,30000
MG-8205,Mitch Gastineau,7/8/1980,S,1513641600,F,70000
MY-8295,Muhammed Yedwab,16/12/1996,M,1539302400,F,70000
SR-20425,Sharelle Roach,21/6/1981,M,1467936000,F,40000
BT-1530,Bradley Talbott,5/3/1974,S,1518912000,M,80000
LS-7245,Lynn Smith,8/6/1998,S,1518220800,F,40000
AB-10255,Alejandro Ballentine,28/4/1967,M,1473465600,M,60000
TH-21115,Thea Hudgings,19/5/1978,S,1544745600,M,60000
LC-6885,Lena Creighton,8/9/1994,S,1470096000,F,40000
AC-660,Anna Chung,7/6/1960,S,1477094400,F,60000
EM-14095,Eudokia Martin,12/3/1969,S,1485129600,M,70000
BO-11350,Bill Overfelt,15/2/1961,S,1543276800,F,70000
DM-3015,Darrin Martin,2/6/1966,S,1515542400,F,70000
DD-13570,Dorothy Dickinson,23/7/1979,S,1538870400,F,70000
KN-16705,Kristina Nunn,16/9/1993,S,1531958400,F,60000
HM-14980,Henry MacAllister,16/4/2003,M,1427760000,M,80000
FM-4215,Filia McAdams,6/10/1951,S,1462665600,M,70000
JO-15145,Jack O'Briant,5/7/1991,S,1422662400,F,70000
TC-11535,Tracy Collins,15/5/2003,S,1525046400,M,70000
JK-15205,Jamie Kunitz,19/4/2003,S,1534032000,F,80000
DA-3450,Dianna Arnett,24/8/2005,S,1499212800,F,130000
DB-12910,Daniel Byrd,29/3/2005,S,1540425600,M,130000
EH-4005,Erica Hernandez,12/11/2004,S,1518220800,F,80000
DN-13690,Duane Noonan,24/8/1987,S,1458864000,F,80000
AS-10135,Adrian Shami,10/9/1976,M,1460678400,F,60000
MC-18130,Mike Caudle,11/12/1958,S,1484438400,F,60000
MM-18280,Muhammed MacIntyre,1/2/1976,S,1503446400,M,60000
RL-9615,Rob Lucas,31/7/1952,S,1552608000,F,60000
MA-7560,Matt Abelman,27/8/1977,S,1553126400,F,120000
HG-4845,Harry Greene,27/1/2000,M,1542153600,F,130000
PB-8805,Patrick Bzostek,20/1/1969,M,1562630400,M,130000
RW-19630,Rob Williams,7/11/1978,M,1498694400,M,80000
BT-11440,Bobby Trafton,12/9/1966,S,1526256000,F,60000
JC-5385,Jenna Caffey,5/1/2004,S,1428710400,F,60000
HR-4770,Hallie Redmond,23/12/1970,S,1494547200,F,60000
DB-3615,Doug Bickford,20/5/2003,M,1529107200,F,70000
JK-6120,Julie Kriz,15/11/1989,M,1501804800,M,80000
SW-20455,Shaun Weien,12/2/1961,M,1435017600,F,80000
GH-4425,Gary Hwang,15/5/1990,S,1473552000,M,70000
GB-4575,Giulietta Baptist,14/4/1962,M,1526169600,F,90000
PA-19060,Pete Armstrong,4/7/1999,S,1488326400,F,70000
CA-2775,Cynthia Arntzen,7/10/1950,S,1489881600,F,70000
CV-12295,Christina VanderZanden,30/3/2000,S,1478476800,F,70000
PO-9180,Philisse Overcash,14/10/1977,M,1532217600,M,60000
NC-18535,Nick Crebassa,16/2/2005,S,1521676800,F,60000
GZ-4470,Gary Zandusky,22/9/1952,S,1536019200,F,60000
AM-360,Alice McCarthy,3/3/1977,S,1508889600,F,110000
AA-480,Andrew Allen,30/11/1995,M,1544572800,M,60000
TB-21595,Troy Blackwell,13/3/1960,S,1421712000,F,60000
KH-16630,Ken Heidel,25/6/1967,M,1528934400,F,60000
TS-21655,Trudy Schmidt,17/11/1996,M,1460851200,F,60000
CD-11980,Carol Darley,6/3/1969,M,1468627200,M,60000
DB-13360,Dennis Bolton,5/9/1992,S,1500854400,F,70000
SK-9990,Sally Knutson,1/11/1981,S,1529971200,F,80000
PT-19090,Pete Takahito,11/11/1956,S,1472515200,F,70000
EH-13990,Erica Hackney,16/11/1987,S,1503187200,F,70000
ME-17725,Max Engle,10/6/1973,S,1426982400,M,70000
ZD-21925,Zuschuss Donatelli,7/12/2000,M,1463616000,M,60000
MW-8235,Mitch Willingham,27/4/1983,M,1491091200,M,70000
BP-11050,Barry Pond,26/8/1955,M,1523491200,F,60000
RC-19960,Ryan Crowe,1/2/1981,M,1515628800,F,70000
PN-8775,Parhena Norris,9/3/1965,S,1550620800,F,80000
CB-12535,Claudia Bergmann,19/5/2003,M,1548288000,M,80000
LR-7035,Lisa Ryan,5/12/1959,S,1491264000,F,30000
JG-5160,James Galang,23/3/1976,M,1480896000,F,60000
SC-10845,Sung Chung,27/6/1951,S,1527120000,F,30000
DK-13225,Dean Katz,10/3/1977,M,1550707200,M,10000
CG-2520,Claire Gute,30/3/1962,S,1547856000,M,30000
RS-19870,Roy Skaria,5/5/1960,S,1425254400,F,40000
DK-2835,Damala Kotsonis,14/11/1965,M,1534377600,M,40000
CM-2385,Christopher Martinez,8/11/1971,M,1516838400,M,30000
JE-5745,Joel Eaton,19/5/1974,S,1472342400,F,30000
CA-1965,Carol Adams,28/9/1967,M,1462233600,F,30000
Dl-3600,Dorris liebe,9/6/1990,S,1447804800,F,10000
DL-2865,Dan Lawera,19/3/1971,S,1474675200,M,40000
CM-2445,Chuck Magee,25/5/1978,S,1505520000,M,30000
DB-13270,Deborah Brumfield,26/12/1963,S,1525737600,M,40000
EB-4110,Eugene Barchas,29/10/1991,M,1479340800,M,40000
BD-11620,Brian DeCherney,2/10/1952,M,1493424000,M,40000
MN-7935,Michael Nguyen,4/5/1997,M,1473465600,F,40000
DB-2910,Daniel Byrd,4/3/1973,S,1544832000,F,30000
LH-7155,Logan Haushalter,11/9/2003,M,1494028800,M,30000
JS-5940,Joni Sundaresam,13/9/1956,S,1524009600,F,40000
GH-4410,Gary Hansen,31/5/2003,S,1536969600,M,30000
SC-10380,Shahid Collister,2/11/1955,S,1427932800,M,30000
SL-10155,Sara Luxemburg,3/10/1988,S,1426204800,F,40000
EK-3795,Eileen Kiefer,4/3/1975,M,1526083200,M,40000
PH-8790,Patricia Hirasaki,8/4/1987,M,1451865600,M,40000
HD-4785,Harold Dahlen,6/4/1981,M,1495670400,F,40000
CM-2190,Charlotte Melton,21/12/1950,S,1523318400,F,40000
AR-570,Anemone Ratner,23/9/1956,S,1535328000,M,40000
BT-1305,Beth Thompson,29/1/2003,M,1475452800,M,70000
MH-7785,Maya Herman,4/9/1963,M,1421452800,M,40000
SC-10260,Scott Cohen,6/3/1966,M,1503360000,M,40000
LW-7125,Liz Willingham,9/6/1970,M,1562457600,M,40000
SM-10905,Susan MacKendrick,24/6/1965,M,1513382400,M,40000
TT-21265,Tim Taslimi,5/2/1970,S,1511049600,F,40000
EJ-3720,Ed Jacobs,20/4/1966,S,1515196800,M,40000
RS-9765,Roland Schwarz,8/2/1960,S,1464307200,F,40000
EM-4095,Eudokia Martin,22/10/1972,S,1495065600,F,40000
AJ-10960,Astrea Jones,4/10/1977,S,1496448000,F,70000
BD-1770,Bryan Davis,1/5/1950,S,1456012800,F,80000
BE-1410,Bobby Elias,31/12/1998,S,1503792000,M,110000
KC-6255,Karen Carlisle,2/11/1996,S,1448928000,M,120000
DV-3045,Darrin Van Huff,9/12/1992,S,1425686400,F,120000
JD-5895,Jonathan Doherty,22/5/1985,S,1464998400,M,130000
JM-5865,John Murray,14/4/2000,M,1539043200,M,90000
JK-5205,Jamie Kunitz,23/6/1993,M,1516838400,F,90000
CL-2700,Craig Leslie,8/3/1969,M,1508803200,M,120000
GG-4650,Greg Guthrie,1/10/1971,M,1485561600,F,120000
LS-6945,Linda Southworth,9/12/1989,M,1542067200,F,130000
JL-5850,John Lucas,23/11/1977,M,1558224000,M,130000
VP-11760,Victoria Pisteka,23/9/1989,S,1421539200,M,150000
NF-8595,Nicole Fjeld,15/3/1990,M,1544659200,M,160000
LE-16810,Laurel Elliston,8/7/2002,M,1423699200,M,70000
JJ-5445,Jennifer Jackson,10/5/1993,M,1463356800,M,70000
CS-2130,Chad Sievert,28/1/1964,S,1441929600,M,70000
BM-1575,Brendan Murry,24/5/1972,M,1508976000,M,70000
AC-615,Ann Chong,27/11/1994,M,1427846400,M,70000
HG-5025,Hunter Glantz,28/10/1961,S,1460851200,M,70000
TB-11400,Tom Boeckenhauer,28/6/1959,S,1442361600,F,70000
RB-9330,Randy Bradley,20/5/1994,M,1522022400,M,70000
JP-5460,Jennifer Patt,22/1/1982,M,1502755200,M,70000
JL-5175,James Lanier,26/12/1975,M,1481932800,M,70000
AA-315,Alex Avila,16/9/1956,M,1456444800,M,70000
TS-11370,Todd Sumrall,1/5/1955,M,1531094400,M,70000
SS-10140,Saphhira Shifley,23/11/1970,S,1535500800,F,70000
DP-3000,Darren Powers,27/11/1959,S,1486339200,M,60000
JS-5685,Jim Sink,5/2/1960,M,1501459200,F,70000
PW-19240,Pierre Wener,16/1/1981,S,1469318400,F,70000
NW-8400,Natalie Webber,21/10/1978,M,1459814400,M,60000
TS-11340,Toby Swindell,19/8/1987,M,1513123200,M,60000
JH-5985,Joseph Holt,7/7/1990,S,1518134400,F,60000
NG-8355,Nat Gilpin,31/7/2004,S,1538956800,F,60000
FP-14320,Frank Preis,8/10/1970,M,1500249600,F,70000
SH-20395,Shahid Hopkins,4/8/1974,M,1525219200,F,70000
JP-16135,Julie Prescott,2/3/1974,M,1520294400,M,60000
JM-5250,Janet Martin,14/12/1981,M,1556064000,M,60000
MA-7995,Michelle Arnett,6/7/1968,S,1548979200,F,60000
DR-2940,Daniel Raglin,21/2/1999,S,1461283200,M,70000
BF-1020,Barry Französisch,6/2/1956,S,1558915200,F,70000
CS-2400,Christopher Schild,5/12/2003,M,1546992000,M,70000
JM-15535,Jessica Myrick,8/3/1985,M,1495670400,F,40000
JS-15940,Joni Sundaresam,3/1/1957,M,1485561600,M,40000
AF-870,Art Ferguson,21/6/2002,M,1461369600,M,40000
NP-8670,Nora Paige,4/9/1987,M,1461110400,M,60000
SU-10665,Stephanie Ulpright,21/1/1989,M,1545436800,F,60000
RD-9585,Rob Dowd,14/12/1966,M,1469836800,M,60000
TP-21565,Tracy Poddar,2/4/1970,M,1527724800,F,60000
LA-6780,Laura Armstrong,17/12/1988,S,1451952000,M,60000
LH-7020,Lisa Hazard,3/10/1966,S,1447113600,F,60000
JE-5475,Jeremy Ellison,9/6/1985,S,1556755200,F,60000
ES-4080,Erin Smith,21/10/1993,S,1499212800,M,60000
EM-4140,Eugene Moren,6/12/1976,S,1556323200,M,70000
DS-13030,Darrin Sayre,4/9/1986,M,1558224000,M,70000
ZD-11925,Zuschuss Donatelli,14/2/1992,M,1557014400,F,70000
JO-5550,Jesus Ocampo,20/11/1967,M,1463788800,F,70000
TB-11595,Troy Blackwell,24/2/1975,S,1422316800,F,70000
GM-4500,Gene McClure,11/12/1952,M,1522368000,M,40000
DD-3570,Dorothy Dickinson,13/8/1990,M,1530662400,M,40000
FH-4365,Fred Hopkins,29/7/2003,M,1527638400,M,60000
MK-18160,Mike Kennedy,12/3/1979,S,1534723200,F,60000
NM-8445,Nathan Mautz,13/6/2005,M,1514332800,F,60000
JF-5355,Jay Fein,9/6/1970,M,1436227200,F,60000
BF-975,Barbara Fisher,26/6/1952,M,1469750400,F,70000
SS-20875,Sung Shariari,8/7/1966,M,1469664000,M,70000
PF-9165,Philip Fox,27/3/2005,M,1538265600,M,70000
SV-10365,Seth Vernon,25/4/1981,S,1472688000,F,70000
BB-10990,Barry Blumstein,21/6/1964,S,1491609600,F,70000
PW-9240,Pierre Wener,25/1/2003,M,1431648000,M,60000
JF-15490,Jeremy Farry,15/3/1972,M,1432080000,F,60000
CW-1905,Carl Weiss,6/5/2004,M,1467504000,M,60000
LC-7140,Logan Currie,18/5/1992,M,1496620800,M,60000
HK-4890,Heather Kirkland,9/4/1984,S,1511654400,M,60000
BT-1440,Bobby Trafton,21/12/1984,M,1494806400,F,70000
RD-19810,Ross DeVincentis,17/9/1953,M,1478995200,M,170000
KL-6645,Ken Lonsdale,13/12/1986,S,1534550400,F,110000
VG-11805,Vivek Grady,12/12/2003,M,1529625600,F,130000
PF-9225,Phillip Flathmann,19/10/2005,M,1554768000,F,150000
AB-15,Aaron Bergman,5/1/1975,M,1522454400,F,100000
LW-6990,Lindsay Williams,5/11/1961,M,1432166400,F,120000
PS-8970,Paul Stevenson,31/12/1983,M,1446508800,F,120000
LW-17125,Liz Willingham,27/4/1998,S,1454112000,F,120000
MC-7590,Matt Collister,6/2/1976,M,1520553600,M,90000
JO-15550,Jesus Ocampo,11/2/1982,M,1434240000,F,110000
SJ-10125,Sanjit Jacobs,3/4/1973,M,1510012800,F,130000
SS-20515,Shirley Schmidt,20/12/1965,M,1439942400,M,170000
RB-19645,Robert Barroso,7/9/2000,M,1546732800,M,90000
BP-1050,Barry Pond,29/1/1998,M,1561420800,M,30000
PG-8895,Paul Gonzalez,18/9/1993,M,1435190400,M,90000
RM-19750,Roland Murray,22/11/1981,M,1565913600,M,70000
KM-6225,Kalyca Meade,9/7/2005,M,1515801600,M,70000
AH-120,Adrian Hane,25/9/1990,S,1485475200,M,90000
BM-1785,Bryan Mills,10/7/1960,S,1551830400,F,90000
NR-8550,Nick Radford,13/12/1952,S,1531180800,F,100000
EB-14170,Evan Bailliet,25/3/1968,M,1457740800,M,100000
PB-19150,Philip Brown,22/11/2003,M,1492992000,F,100000
TP-11130,Theone Pippenger,7/5/1958,M,1528848000,M,100000
KN-6450,Kean Nguyen,20/6/1967,S,1463270400,M,110000
RD-9720,Roger Demir,28/7/1973,M,1463788800,F,80000
RS-9870,Roy Skaria,24/5/2005,S,1546646400,F,100000
EB-3840,Ellis Ballard,15/3/1998,M,1548892800,F,100000
TC-21475,Tony Chapman,18/2/1966,M,1549238400,M,130000
BH-1710,Brosina Hoffman,16/8/1951,M,1560470400,M,130000
MH-7620,Matt Hagelstein,19/1/1997,M,1552521600,M,130000
PT-9090,Pete Takahito,21/10/1969,S,1513036800,F,70000
DC-2850,Dan Campbell,5/12/1950,S,1439337600,F,80000
AG-900,Arthur Gainer,28/3/1966,S,1427673600,F,80000
DC-12850,Dan Campbell,24/3/1978,M,1515283200,F,70000
JF-5565,Jill Fjeld,20/12/1957,M,1530835200,M,120000
SR-10740,Steven Roelle,29/9/1993,M,1422230400,M,80000
MK-7905,Michael Kennedy,8/2/1971,M,1536969600,F,80000
JK-5370,Jay Kimmel,7/3/1963,S,1448841600,F,90000
GM-4680,Greg Matthias,5/2/1950,M,1503446400,F,100000
PC-9000,Pauline Chand,7/11/1962,S,1538006400,M,120000
DL-3315,Delfina Latchford,27/11/1955,S,1516752000,M,150000
JL-5235,Janet Lee,27/6/1954,M,1535328000,M,150000
BB-990,Barry Blumstein,19/7/2001,M,1500336000,M,80000
RP-9390,Resi Pölking,13/4/1961,M,1478476800,M,80000
ES-4020,Erica Smith,6/6/1962,S,1437609600,M,100000
MH-7455,Mark Hamilton,20/9/1957,M,1452729600,M,80000
JD-5790,John Dryer,7/8/1961,S,1455062400,F,120000
DB-3270,Deborah Brumfield,26/6/2002,M,1450051200,F,130000
PK-9075,Pete Kriz,30/11/1950,S,1441324800,F,130000
NM-8520,Neoma Murray,7/2/1962,S,1423440000,M,130000
MO-7500,Mary O'Rourke,17/2/1988,M,1487721600,M,130000
SG-10890,Susan Gilcrest,27/2/1986,M,1463356800,M,170000
MF-8250,Monica Federle,9/6/1989,S,1528934400,M,60000
JG-5310,Jason Gross,28/8/1988,S,1480032000,M,60000
YS-11880,Yana Sorensen,3/1/1961,S,1561334400,M,70000
FC-4245,Frank Carlisle,30/10/1999,M,1438560000,M,80000
BW-1110,Bart Watters,25/4/1990,S,1490227200,F,50000
BS-1590,Brendan Sweed,7/8/1986,S,1450656000,F,50000
CS-2460,Chuck Sachs,13/12/1998,M,1519344000,F,130000
MH-7290,Marc Harrigan,25/7/1972,M,1421280000,F,70000
KE-6420,Katrina Edelman,27/2/1981,M,1446940800,F,80000
AJ-780,Anthony Jacobs,25/7/1960,M,1475712000,M,100000
MM-7920,Michael Moore,6/9/2000,S,1560211200,F,100000
ML-8265,Muhammed Lee,17/1/1954,S,1503014400,M,100000
RR-9315,Ralph Ritter,5/1/1996,M,1556668800,M,100000
JF-5490,Jeremy Farry,17/11/1959,S,1537488000,F,110000
AG-765,Anthony Garverick,7/11/1972,M,1496275200,F,130000
DS-3030,Darrin Sayre,19/5/1972,S,1451433600,M,170000
AH-75,Adam Hart,26/7/1951,M,1483488000,F,60000
NB-18580,Nicole Brennan,25/3/1965,S,1543536000,F,60000
KD-6270,Karen Daniels,25/3/1996,S,1546732800,M,70000
MJ-7740,Max Jones,23/5/2005,S,1433808000,F,70000
DM-3525,Don Miller,30/5/1956,S,1457913600,F,70000
GH-4665,Greg Hansen,5/5/1998,S,1518220800,F,70000
RM-9675,Robert Marley,7/10/1990,M,1481760000,M,70000
TS-11610,Troy Staebel,12/5/1995,M,1515974400,M,60000
PR-8880,Patrick Ryan,28/8/1984,S,1536537600,F,40000
HP-4815,Harold Pawlan,23/11/1983,M,1500336000,M,70000
EC-4050,Erin Creighton,10/12/1968,M,1503532800,F,100000
BF-1005,Barry Franz,5/8/2001,M,1454544000,M,100000
SC-10050,Sample Company A,25/7/1981,M,1530921600,M,120000
DM-3345,Denise Monton,30/11/1987,M,1456444800,M,120000
CD-2280,Christina DeMoss,15/12/1994,S,1446940800,F,130000
BP-1095,Bart Pistole,15/8/2003,M,1478908800,F,90000
TC-11475,Tony Chapman,14/6/1964,S,1534377600,M,80000
DW-3540,Don Weiss,25/8/1965,M,1552003200,F,130000
BE-1455,Brad Eason,2/4/1970,M,1536710400,F,130000
AH-195,Alan Haines,28/12/1972,M,1506124800,M,10000
DO-3645,Doug O'Connell,7/4/1971,M,1532304000,M,10000
CA-2055,Cathy Armstrong,19/11/1993,M,1562198400,F,10000
LP-7080,Liz Pelletier,17/3/1951,M,1548720000,M,10000
BN-1515,Bradley Nguyen,17/3/1974,M,1525046400,F,20000
NK-8490,Neil Knudson,13/6/1966,M,1528329600,F,20000
AR-510,Andrew Roberts,10/9/1982,M,1531353600,M,20000
VM-11835,Vivian Mathis,22/7/2000,M,1487203200,M,10000
TH-11115,Thea Hudgings,18/7/1956,M,1557964800,M,10000
AB-165,Alan Barnes,9/4/1993,M,1454976000,M,10000
LB-6735,Larry Blacks,24/9/1961,M,1493510400,F,10000
GA-4515,George Ashbrook,11/2/1959,M,1561161600,F,20000
DJ-3630,Doug Jacobs,7/4/1989,M,1540857600,F,20000
LT-6765,Larry Tron,7/3/1960,M,1450656000,F,20000
SG-10080,Sandra Glassco,13/1/1996,M,1557446400,M,20000
TB-11175,Thomas Boland,24/10/1985,M,1526256000,F,20000
AP-915,Arthur Prichep,24/12/1961,M,1442102400,F,10000
ON-8715,Odella Nelson,8/3/1967,M,1473811200,F,10000
SB-10290,Sean Braxton,18/9/1992,M,1565049600,F,20000
AJ-795,Anthony Johnson,29/2/1972,M,1430092800,F,10000
TP-11565,Tracy Poddar,24/9/1987,M,1444953600,M,10000
ML-8040,Michelle Lonsdale,8/9/1959,S,1468454400,F,10000
LC-6870,Lena Cacioppo,27/7/1984,S,1511395200,M,10000
AB-105,Adrian Barton,21/10/1958,M,1562457600,M,10000
AW-840,Anthony Witt,22/7/1993,M,1518652800,M,10000
JO-5280,Jas O'Carroll,13/11/1952,M,1563408000,F,30000
ME-7320,Maria Etezadi,19/5/1983,M,1510531200,F,20000
SW-10455,Shaun Weien,28/8/1999,M,1544659200,F,20000
LP-7095,Liz Preis,19/7/1952,M,1461628800,F,30000
DW-3195,David Wiener,10/6/1964,M,1454025600,M,30000
SC-10770,Stewart Carmichael,13/9/1973,S,1447200000,M,10000
HE-4800,Harold Engle,20/4/1982,S,1475020800,F,10000
DL-3495,Dionis Lloyd,12/9/1996,S,1468713600,M,10000
EJ-4155,Eva Jacobs,5/12/1965,S,1541462400,F,10000
JH-6180,Justin Hirsh,19/12/1977,M,1436918400,F,20000
